NU_INSCRICAO,NU_NOTA_MT
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,486.2571606533606
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,152.60090885056235
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,119.7603015259902
92823d467a2ced9529801e0e8a94802dd88f0c17,456.64197598797284
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,596.9322183900774
413cbb38b2e2522f8167ffb9daeac1347b281393,474.19060286826743
68985fad004092956a4b4ce94dd53dc76d07eaf7,477.12515313218233
bdca9aeb19521675af15f2c28d86f6bebc45a834,514.6183689991936
b65b19d42b7a4b644fe9f99366dcb37b120862d9,450.51114836889906
eda898aa8ec465cbac70de72ead0c6d688e5f95a,462.17107161826743
5357b6c09be4c7f3829b72f80de846a9228253cb,-8.899240881732593
8d5c4481d736f6ce27976e400f4245bf10757608,438.18279036826743
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,-3.547445381100914
089613ac7dca24109f84c72a97c83b2768b1df1c,-0.3816310008063475
527773409bf373301dbd835e59a263c035c043b8,-5.733426501438028
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,-3.547445381100914
c4cea54435c0fd0e171eed4c215479bb3ca86113,459.54216536826743
7d5cd89c6112b9a202a025a24355135bc60848c6,499.19083586889906
b70ab62384aa80545928a311f5b5d3db2f4d87ee,552.2428688740999
c96431dd924f366d2229a7f1455388b8cd85be49,585.1066502491936
1b72da5bb82cc150ecfe71218c02f155d694230b,-5.733426501438028
e429507efe1c2680cc464481850117d17083cd88,-3.547445381100914
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,417.49942961889906
e724482370ae6126008ade80b564ad8d8a0a7cbd,459.28825911826743
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,552.0654333794882
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,-3.547445381100914
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,518.3222175124769
7f898f8939ae054359f83ee154bb91bc7dd2c959,553.473604748562
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,436.91739836889906
82e3b12c6366008fabc238f299f117074e78de5d,392.3961152386045
0d838be0e718ceb786cdb10fcc12559e00440240,531.9078653093127
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,449.90719849856197
5a9d89465845ac2d81366275cbb1a81d627efd36,-6.156096867817639
c83fe640ba466ba904ac1055e53a875289888797,451.66030938218233
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,482.5771521294882
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,372.07437188218233
328639a0c753715c30a58bae70c82f2101153eb3,466.35489836889906
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,-0.3816310008063475
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,531.2954996400774
f56746cc2900258507d2b32c126f8db090db856f,478.25724211889906
1a4963b5fea8bb25c67750cdafbe84b01efad177,431.45686335830993
b520c940e62f4ed684417e7eacf00d85752060da,458.10562188218233
2e170cf2651ed448991af6fc5df15167733b2d8f,497.45016724856197
6efdd93a0ae289be6bb5a400bfc1deb077d75886,413.9847293768878
72ac2acc787d8cba0934cca3810ac091d792c8db,533.6886814991936
92a25eee14554806f081869cc9dac868fd1860fb,470.59860474856197
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,414.3953102597828
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,498.24822215066644
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,601.1306634819638
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,471.91739836889906
1730807e4916c5f7e8ab21e02ac5657bcea3e732,14.333115113510797
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,473.9578102597828
1a46d99716282410d1170f0f35069b34e34415d4,351.49980938662753
0467e022da4ef897f666bc76f31e1bc8976f7e92,540.6852300963428
993aca0d5eac6741117947c82a3647102096255e,451.3382450018878
94c96ade6ade21deb080bba6aad537fc4f195d47,493.18625366060576
36bb672077a46a3e4755cef90437a616d28bdf23,460.9727117464995
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,347.71794661826743
328ca19128d276eb4fbc309c54ec7f346c803d2f,733.6182212186804
27cdb62f0a2a5467efeb30aafbf246ed2320c532,342.49942961889906
c52cae37c3653620bbec72264c502f45ca2a8671,-8.899240881732593
f9ef2695eb0986666093945894b8f2fee351bf22,537.3718727597828
2178c497293d0cab01ce74f5105b1a398fb12d8e,-0.3816310008063475
e21faa0c07406dde71ec02f266b19b314ba8b0e2,-3.547445381100914
8a021391cdaac100dab56c59284bd50137a74129,521.2316502491936
12ee0df69325d97cb95404958c4acf4112aeab8a,9.115812140077345
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,492.41325911826743
66cf0f8b5af2466f9616fd15c0c10344df84982a,59.15440583569179
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,478.1663700018878
60edc5708acd60680891ea15379dd07c7a5924ff,-8.899240881732593
b9f786712775e0d1d735398d710b01f404c985a3,425.85857161826743
564958997e204bda06fbe90afc4722805c78a855,542.2423406321824
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,407.76257922532125
527098f4ee3ceb5c393981930d23b8fe154f4db9,-8.899240881732593
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,483.2255896294882
8296743fdd105ce9183561cf5b359b0a3781465e,450.59317961889906
a3b79e8c739832c77df2ba6bcdb23a7518155a33,-0.9387938943841885
6602c7f15a1fdd082265b64976448c6809df792d,495.4654436585614
31ae66f0fe024acae4490915c348e487f2367574,516.8013272591511
81901aa980653106e64863d957387d24e2c00af3,398.63224211889906
28e10d1bd0b6effe0edd503446ebda948ad240ad,421.46109063218233
53a7ee52a87f80241e2ca13c923e06b72bf3a059,431.40640313218233
50be5f75fdaedae454b0c3d63b7277854bd08d8f,117.51816432588754
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,-8.899240881732593
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,576.4716833794882
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,-3.547445381100914
02681b5c893b94db204713cb4b20dde6fc3f2f95,522.6330374852788
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,468.23357161826743
829dd51f77f3ae74c2216de2d86139bd0a03367c,-6.713259761395479
28c6829e69879bc1d34db1cd51b89562d3cc596b,521.957979748562
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,475.99138411826743
96715a069fbcb2e84b26a01563921962ccc4601e,-6.713259761395479
923538833160e8432636c88e8119378a43b3d766,440.24138411826743
aacb834258765a2959ee63c57d2be4923d11a696,436.44626099856197
c32e484025571dd94255a77f21de08ab8d2aaba8,467.5984352597828
d425deeec0a3c7006f14d732eff8933d5155067f,450.90154036826743
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,506.43477524919365
716a178e9a6f7791b820da77879943ac9040a547,489.06040112679403
430212cd8767ef2bff8cda0f61729203fef7523e,391.67107161826743
e97d33221238e445688a0e984778d4ecac788be2,523.8222175124769
695c9481580951d830c4431fc6c9dee778ba9ca1,19.113144679018113
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,508.8810346506665
0411742cbb54fe1b6927b25f0bb52b885828c828,363.88982161826743
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,390.9586152386045
bc40729846bf209b06e2a9a890e01d4e6780f5b4,3.7640166394456678
e4e7a38b58319ad0a5cde4848622b21783c907e9,493.37204224856197
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,551.8579996400774
aec1b63c3f0c9554e533752d8fe138ca82101d4a,405.82166348797284
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,517.6932740553025
4b48d500ba4410546ce01f7f6d44bcbafa73994f,384.34119473797284
edf33c347c866d26872f540bcc1f6ae415f3294c,460.49727524919365
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,585.8682212186804
3a265ea6ebdc4eb2520db912adf5592f03b3d634,436.34294661826743
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,0.17553189277149173
0ade5488fd62db34c11a369bdbb4327faacc1635,-3.547445381100914
e418fbb77e6ff4103205f3b7f6a66d53183d809b,453.8736640315555
8ddbfe70cd41135cb6f125335a48d100789edbf7,392.7913700018878
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,-5.733426501438028
1d3e406d0223d4cb0328850d689ba9fcadf62776,454.3037146294882
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-12.065055262027158
ecaf075653faf2dcdf946c0ce50629f5083347c0,378.33904036826743
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,511.03435286826743
d43894c5e83bb3a7e5000636295b0b050de19309,-6.713259761395479
5b7877d12550dd35d27a02b66a13f2a27bce11ca,410.33321274919365
18f800ec03e33ebad5fb97aa8465dd3e5961337e,398.13200911826743
bb39cc6296f2c9da3963994899c5c34b50965720,2.7841833794882174
76facda8958cbaf5dba09a4d35d3b4de7596a49d,-8.899240881732593
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,437.0576208794882
e887be276bf553575b20ed1a0de8833d9cb7e247,15.947330298723546
cc8794762ffa592758b5117d67e0d02e2e8b9c49,521.5089939991936
894d277c608610fa8c31db531f64582b9569b2e9,397.99138411826743
b2e029961aa0f20071b74708e0d97e6f200ec582,453.01441912885656
12c7d85e168b09a0278df140a22bcb0052a59b0a,374.5449541498712
64c4892488a9c6281bdabf467a0b5a6382d248e6,443.8062714886045
944e790f6e64eccf6df361247858165f17dd7abb,6.929831019740234
ac112e94587e6e4249b7182329ee5a5040ae94ea,517.4732022591511
a58cf11e498228f9aaca92b0c49f955a6163fb59,433.2834598662049
e8c84701c041b7f3b39f3125a0449fa633589fbe,511.4377659184289
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,565.782198498562
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-6.713259761395479
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,421.81192961889906
e64ad901853230e396be49311ea98121c348fac6,499.24336899919365
8532af19be3729ea233c1f29e4c015820fc7fb3a,479.95232161826743
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,461.05172974856197
26853fd075fe27954772c3070997635b94f32b83,447.6642874852787
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,560.9291484396073
574ec310dee846f9ae8eb278480257d463f6fbcc,489.4048746400773
ebb32b8df4ff9b202ba904f310724ce230cb4305,-2.567612121143462
8a46e35787225c3e7adef2b998ad9c93a952106b,544.9554325018878
b62bf908b504e8c6898777a7f5b88afed358caea,357.73555649919365
10d22971ca4f53fc62d02905809ff1c37fbb68fc,637.1659826630407
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,400.1155887518878
cad47b624b484cb16291449cee30707a46c20199,-0.3816310008063475
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,522.6887128199018
bb6c0df09cb6663f142ce6da382b804353453af2,-0.3816310008063475
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,458.26872786826743
7bd0affe1bdd3681a0faecd80a3d48c023b986de,5.3928348662049395
d76614020539405f481c0f5ffb9e6f88a0bf21b7,415.03219849856197
5ce2df96a99343819ead41bf242044177439696d,-6.156096867817639
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-0.9387938943841885
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-8.899240881732593
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,489.46013411826743
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,473.82341536826743
176b027cd932b17fcb6f119cfcef338a175062b8,415.99333724326743
41474f2dda61d97f38ba79906d3dbcce223d1bd1,518.0851341182674
421eb738f9e2ea73e5f4227c915762d6421102ac,9.538482506456958
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,459.35641724856197
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,96.42934800845234
134d96275e3893946c3a0e1d59f86b336fe64f6e,-9.456403775310433
d4e97da32ccb6987ec074aa48c24ce949c05a78c,427.8970621400773
fa556e489987a0588e9a8edb5327e2bde1679670,-6.713259761395479
95c1d266a2524560761df98b376c17604733a6ad,506.44258774919365
c11c4303d2632cde64105a35554ecb77a8564260,480.5357022591511
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,490.44626099856197
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,532.1717513952782
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,446.32947598797284
580c34923cbde328e0aef1641dd02033fc862c04,483.08927336889906
156e1fb82056b0f6953c443446eb4dcceed7c03b,-0.3816310008063475
29d8bf198da9caa59047268faca60207da24d1b7,514.684542248562
1b3f80a1cd9fff0408e96169fcaf006936b34fed,486.02438599856197
b5932043b62e0c58e16e2cc2c9d5489390e5c895,473.11247786826743
99092cc60948943c59d68d62ed81a75a03059113,474.48452813218233
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,75.14061486054042
dd69fca6f17420dc911016a79e70583ca7ea330d,372.70427474326743
d387995af060965fb9d18973f3dbf4904f071066,374.02438599856197
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,481.95070510292163
543674772357cf9d8a7a8e7dfb89384af80ec30e,511.543917248562
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,420.83338223797284
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,-0.3816310008063475
0736d379ea0962e316ce84cce8e883321be36abb,434.76482161826743
98cc842c547c69a0d27776e272fd8b61131b0b37,411.61072598797284
890b7696fa85ca2b3e90b3951efec2135e88d5cf,494.20407349856197
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,632.6661909006665
d84b48f7dc7a6e387e6e985525143589754c5b13,396.34102524919365
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,528.9316643655733
dc4fe9d4124d9278f58f6f999711116a3fe58be7,479.24529036826743
f6624d763619c0898b34dc02adf06f53a1721cd0,363.05316060498416
60b1c12559860e7ad966da4c4db5c78e17278fc0,504.188448498562
a3f3dcb89101d86171f8bb4f4f57939717cf298a,-6.713259761395479
4f365503582b97ea96462d0d36895a5e7f5926df,411.18279036826743
c80869804effb21d50cc8fff3f4c27ba5521240c,393.9664277386045
d0f351638d60e84b890a498d69c9a7961cdcdf36,474.04883082854315
48e8ec135997ff3676648d5c144c3c7150a7bbb1,412.24313599856197
45484014aefd10ea3e4b08fb93e66c251709cca6,460.6620612624769
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,411.81735474856197
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,421.4046512518878
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,575.3963175897641
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,367.79957537885656
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,624.7701624792695
c83c66733c5bd90a59996e473bb69e44f6522976,338.7835634468954
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,-5.733426501438028
4c373daf5547a6292c4905696c148ec83f95f083,24.81039151435194
4549620b5459bb28990580f4ca0b4c2adc5b1a68,3.3413462730660566
87f89c855f377c5b100ad2986cc6569e31d94a98,534.5296512518878
d0d8601aab147c191ae37365a930c1ed3eb0414b,-0.3816310008063475
9a25537903e8e7eab1dfb357903d241e24e86fb8,-8.899240881732593
eaecf3dd32668664e1dcc2d6c7a69042824806a6,465.8974646294882
d19fa85793fcb8ae3126d10592c9c57d3b32971f,-3.547445381100914
c59b370d3aa06b68878c836bceac844953d74972,497.9256446790181
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-8.899240881732593
b2128312e70fdb830091aecb6b27d82617e2e226,360.70667348471915
8257941af168c0cc15f28bd596fd922352dae732,395.23747786826743
854ce153823802674f35bbe1ec010b12e9b3a56f,416.9046512518878
27f1db4e266b154f6f7fbef9c225fab472652a7b,402.74919661826743
11b90bed4a05d11169f308370faf81d6e9ca2c4f,401.14137225385656
5c55b7aeae6cb75ec715b4629812175239e45c15,-5.733426501438028
1391c7de937e0fea2ad23ebb111e513bf2aca2af,21.39031739856685
e9488c35627294cd8f5a809c0667aef7a3f0d465,-3.547445381100914
39c22d725a24b290af887b25175ae0a8d560db4b,-8.899240881732593
e001e1d73163c327a4d800697b1b36cd6921f60d,431.6968964886045
b83424ca8973e4b2eebf6eb9e26e842999432d22,389.92888411826743
202da3f471204ad489ebf0c3856437337534112d,-8.899240881732593
912d751c54b46c860c5ba61666fc6fc59ca2689d,358.33513411826743
8376d681a277c58f06ab633a06eaa66391126246,0.5982022591511029
e114f7b197069bde8e158a0dbeaa022dd0c4e280,443.7320527386045
fa84edf183bd459ea9394d77bdc191683a75ff66,576.9603984396073
76190ff09a736ff83169394b770699b2709c5a27,497.8648652386045
515db15df8581ae72bb8e8358833016adee74e02,458.93792622998416
e2a05053c19e6fba60d0e582e6c7f371728a7106,431.08904036826743
66c14322296ac259374ec98c5c3bb2bd67ba25e9,-0.3816310008063475
2378556841bc8d5746f2b94d6adefc2db20f9518,526.8510234396073
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,-2.567612121143462
796d558152d241567f8a72b535a5e36fe78886f3,448.9824456155733
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,526.6127108688992
3c748fc7a94edb7ac1484373751ffa8574a3281d,394.77263411826743
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,333.26670674009284
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,-3.547445381100914
10a1e8808e744c619376bff659f859cd71e8c41d,419.58513411826743
fc959dafc37dde3f173f083486d84ce5c817443f,451.75310286826743
6979d91c0a1903a336c640e14eed100821a0e24d,446.84401591842897
d4e37c4c1235ce014392f6c8ba0436f195b9e459,544.3314608688992
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,37.55086806720766
565a955a60c6073157aa869c0351c626a7171ef3,556.6400859396073
5697c01ee87a008056ebc0993a1028b41a26d251,-6.713259761395479
99be797e423b5ae08fe342ea772738f71975df47,660.8397805737866
b579ea83f2d6c15b2c717d16a89827d65f39904b,486.93692961889906
e9373b5c22567bec508f2fa2580e4dc3ff687caa,606.174660598975
a465af361b68bd536dd8bf61d522b9b21755ab60,482.28044661826743
c8feec2a94d996d03534ce935dec7a034667f107,663.6943709501963
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,441.92888411826743
f4f7888cfe88b7a3b0f3d94749921976353ae82c,430.39938599856197
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,458.69649399919365
2e466f15ac7b80870736fac2d0cf4bd7f362e852,453.86175435498416
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,-6.290589395015868
fc83a5c665f70f39b4c7d326118cbf21a898e660,579.4565736551457
c26fbd904781a4f6c37a8f8969778f687c6c1424,-6.713259761395479
ced4913c2220be57c54bc9f87bb4f441d5976671,469.12419661826743
880ade460a231d722e8bb0e4d17f3c8f77663d37,403.5714125336552
7c869f5b89ddf3130c87011b6508ee59e32682c5,393.39859063218233
9027f65d4e576928ca59690c280050c53d66506a,660.8115584501963
09eb415bcb9842d207139c8bddf32427a134d51e,564.4270755354402
f8224c83e27f4921df62876f7ff660b1dab3d974,472.14396086889906
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-9.321911248112205
dfec3182aec0997207e0845b072498065ec89aac,608.5445840593127
d653549f6d0ba70e2113b2cc56e9a83e331d2462,541.2316502491936
e95674df974af80342f676ca9e3540aecec2b8dc,476.13941912885656
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,502.28458586889917
2b7b15015ab18dc51893827c7e3f01d931a70410,-6.156096867817639
22d86e8b43a9412df86ec15ac231b9919e3ec905,461.17888411826743
1c61035799f6afe7f44c1fb68567d7a8945c3943,587.1934683356918
d5ed4b8732b0d7127a64f7e71137d321c56cc198,430.84685286826743
63edbbe59337f861a710bee4fe8a691d231f23da,451.8616728894457
f62bf9257782d839d38f84376b79611ed0de655d,-8.899240881732593
cf14952b5b09ad1a9497769e3a08da2fd74c6102,-3.547445381100914
21b8ef230efbfca6b5f15b36a3243d76ed390967,470.46013411826743
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,375.0033684793328
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,-6.156096867817639
3de3c134579726fe4606b7a05f82ce19f00adb09,660.2398803891682
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,422.5533936056158
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,413.03825911826743
520c60d32fd2af8be76abd332859b36d8ae45900,431.61422974856197
6cb6e2310b52c2898e500f81bea938446592568b,431.3283499852787
0193b535914e1c5a445bede11a408bf1709cd3cb,456.21188599856197
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,513.9738377491936
c512a461034cd90a9c5f1a32332b748041cfeba3,-0.3816310008063475
6f77bbe0fc418131d06d15f50b30073eae680dbb,-0.3816310008063475
9b378e3937af8e97d4753cdf0c8917306354aaaf,480.80779036826743
1c92f54a5fe563622a0e23cf116461a7e147efd8,527.4955233688992
90facc45f7578775e3278aa0bd4fb59dad4d37c1,443.47360474856197
563bd02a1204c85e79026a020ba5af29bce95c12,134.16476925892866
c8062c4cc7e023996bd37b87295f5a2957ddb172,459.72535662885656
ea7cc5987f9cc7f756d501961f64fa5769013823,5.949997759782779
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,596.7386577703719
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,451.78438462419365
1b61f7e184c7040ae4cea725153965e1f7f75308,443.52359063218233
aea68e00d370c2a0cfd02bf868824dec427bf23a,-6.156096867817639
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,-3.547445381100914
95a9c65324583892b2d1a0c1c5163488f92d4a6d,380.76091536826743
5b7e7632cf766876026d0da6aa7c6df77bc13438,434.59294661826743
a3be14b06b7aef01331da18e7a1678222b563151,-2.990282487523073
92b8965cf3fb76d11e5061f26e577c23d212b9c5,19.113144679018113
96fd0462597b8cf21b1e918c1947106cd8359e5d,501.75700911826743
5c1cef937c40bf8c30c119160bedde7ef679454e,584.4851540097828
27dce80bee1eadbcd82bc7d09adb063e116870f6,-8.899240881732593
271a7e5b703fc3f29f6669415048a760e6355c5b,-6.156096867817639
e39fbeab552a4b6492346d821d095c3a0d691555,439.78239974326743
93694c58636eabfe86550e734efb3775ba4d739f,487.05172974856197
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,672.3670952159863
6c05e70130682975c1485a862b6e08b895650671,415.70255461889906
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,388.52263411826743
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,351.30388411826743
283df09083d3c7bec2590f22355c7ba32ec88623,525.028292248562
40b96e97dc29dfc990656e30c1038e846b6c8ff2,-5.733426501438028
ff362d0a648559b9146fb97ee248eb423c3d6a50,-8.899240881732593
717ae2ab18e7ba03c4f3af66500ece6580b29b71,0.17553189277149173
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,599.1131446790181
23131f453efc29c2af9553d307692c60a3add1ae,489.52725953675633
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,439.35573466842897
941646a7d24ee2837d7de90ff0a736bb8f61d68c,370.8510087360477
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-8.899240881732593
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,475.71602524919365
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,440.0671852597828
72882a9cffe151d94be90e02ce3967a91b628099,495.74193814277146
cf62916c9829bd3ad05104151eee856d6de7ca1c,575.9564608688992
6b8f4241357e65c0491cc0ef96396f811574134c,445.1916312352787
298806ed4313157d412e860ac3ea8833d6ca6970,-8.899240881732593
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,397.31169661826743
4485f973590cff61be5ec78cb3032d5fdf25b809,-8.899240881732593
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,448.56169661826743
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,2.7841833794882174
8288badec4740382dbf7c33e4095cd4db0021bf7,390.6904333794882
5e139289eb167622f915eea3d1d6e49d15d1c873,546.0328653093127
fc050b2c8fa3446890fe1418332352177dd34506,473.36661711889906
8f309746992f374b4c2ea88f171233a9469ba649,487.24161711889906
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,487.44083586889906
